№,Код,Полное название ОО,Короткое название ОО,уровень образовательной программы,АТЕ,МСУ,is_urban
1056,492007,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа пос. Новый» Тукаевского муниципального района РТ,"МБОУ ""СОШ п.Новый"" Тукаевского муниципального района РТ",3,49,49,0
1057,492008,Муниципальное бюджетное общеобразовательное учреждение «Новотроицкая средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Новотроицкая СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1058,492012,Муниципальное бюджетное общеобразовательное учреждение «Малошильнинская средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,МБОУ «Малошильнинская СОШ» Тукаевского муниципального района РТ,3,49,49,0
1059,492014,"Муниципальное бюджетное образовательное учреждение ""Комсомольская средняя общеобразовательная школа"" Тукаевского муниципального района Республики Татарстан","МБОУ ""Комсомольская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1060,492021,"Муниципальное бюджетное общеобразовательное учреждение ""Бетькинская средняя общеобразовательная школа с углубленным изучением отдельных предметов"" Тукаевского района Республики Татарстан","МБОУ ""Бетькинская СОШ с углубленным изучением отдельных предметов"" Тукаевского района РТ",3,49,49,0
1061,492022,"Муниципальное бюджетное oбразовательное учреждение ""Князевская средняя общеобразовательная школа с углубленным изучением отдельных предметов"" Тукаевского муниципального района Республики Татарстан","МБОУ ""Князевская СОШ с углубленным изучением отдельных предметов"" Тукаевского муниципального района РТ",3,49,49,0
1062,492023,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа пос.Круглое Поле» Тукаевского муниципального района Республики Татарстан","МБОУ ""СОШ пос.Круглое Поле"" Тукаевского муниципального района РТ",3,49,49,0
1063,494001,Муниципальное бюджетное общеобразовательное учреждение «Яна Булякская основная общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Яна Булякская ООШ"" Тукаевского муниципального района РТ",2,49,49,0
1064,494003,Муниципальное бюджетное общеобразовательное учреждение «Тлянче-Тамакская средняя общеобразовательная школа имени Героя Советского Союза Н.Х. Шарипова» Тукаевского муниципального района РТ,"МБОУ ""Тлянче-Тамакская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1065,494004,"Муниципальное бюджетное общеобразовательное учреждение ""Семекеевская основная общеобразовательная школа"" Тукаевского муниципального района РТ","МБОУ ""Семекеевская ООШ"" Тукаевского муниципального района РТ",2,49,49,0
1066,494006,Муниципальное бюджетное общеобразовательное учреждение «Старо-Абдуловская средняя общеобразовательная школа» Тукаевского муниципального района РТ,МБОУ «Старо-Абдуловская СОШ» Тукаевского муниципального района РТ,3,49,49,0
1067,494009,Муниципальное бюджетное общеобразовательное учреждение «Нижнесуыксинская средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,МБОУ «Нижнесуыксинская СОШ» Тукаевского муниципального района РТ,3,49,49,0
1068,494010,Муниципальное бюджетное общеобразовательное учреждение «Мусабай-Заводская средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Мусабай-Заводская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1069,494011,"Муниципальное бюджетное образовательное учреждение ""Мелекесская средняя общеобразовательная школа с углубленным изучением отдельных предметов"" Тукаевского муниципального района РТ",МБОУ «Мелекесская СОШ углубленным изучением отдельных предметов» Тукаевского муниципального района РТ,3,49,49,0
1070,494013,Муниципальное бюджетное общеобразовательное учреждение «Кузкеевская средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Кузкеевская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1071,494015,Муниципальное бюджетное общеобразовательное учреждение «Калмиинская основная общеобразовательная школа» тукаевского муниципального района Республики Татарстан,МБОУ «Калмиинская ООШ» Тукаевского муниципального района РТ,2,49,49,0
1072,494016,Муниципальное бюджетное общеобразовательное учреждение «Калмашская средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Калмашская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1073,494017,Муниципальное бюджетное общеобразовательное учреждение «Иштеряковская основная общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Иштеряковская ООШ"" Тукаевского муниципального района РТ",2,49,49,0
1074,494018,"Муниципальное бюджетное образовательное учреждение ""Бурдинская средняя общеобразовательная школа"" Тукаевского муниципального района Республики Татарстан","МБОУ ""Бурдинская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1075,494019,"Муниципальное бюджетное общеобразовательное учреждение ""Биюрганская основная общеобразовательная школа"" Тукаевского муниципального района Республики Татарстан",МБОУ «Биюрганская ООШ» Тукаевского района РТ,2,49,49,0
1076,494020,Муниципальное бюджетное общеобразовательное учреждение «Биклянская средняя общеобразовательная школа» Тукаевского муниципального района Республики Татарстан,"МБОУ ""Биклянская СОШ"" Тукаевского муниципального района РТ",3,49,49,0
1077,502002,Муниципальное бюджетное общеобразовательное учреждение - Тюлячинская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,"МБОУ ""Тюлячинская СОШ""",3,50,50,0
1078,502014,Муниципальное бюджетное общеобразовательное учреждение -Узякская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ-Узякская средняя общеобразовательная школа Тюлячинского района РТ,3,50,50,0
1079,504004,Муниципальное бюджетное общеобразовательное учреждение – Аланская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ-Аланская средняя общеобразовательная школа Тюлячинского района РТ,3,50,50,0
1080,504005,Муниципальное бюджетное общеобразовательное учреждение – Большеметескинская средняя общеобразовательная школа имени Фатиха Хусни Тюлячинского муниципального района Республики Татарстан,МБОУ – Большеметескинская средняя общеобразовательная школа им. Ф. Хусни Тюлячинского района РТ,3,50,50,0
1081,504006,Муниципальное бюджетное общеобразовательное учреждение – Большемешинская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ-Большемешинская СОШ Тюлячинского района РТ,3,50,50,0
1082,504007,Муниципальное бюджетное общеобразовательное учреждение -Большенырсинская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ-Большенырсинская средняя общеобразовательная школа Тюлячинского района РТ,3,50,50,0
1083,504008,Муниципальное бюджетное общеобразовательное учреждение – Верхнекибякозинская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ-Верхнекибякозинская средняя общеобразовательная школа Тюлячинского района РТ,3,50,50,0
1084,504011,Муниципальное бюджетное общеобразовательное учреждение – Саушская основная общеобразовательная школа Тюлячинского муниципального района Республики Татарстан.,МБОУ-Саушская ООШ Тюлячинского района РТ,2,50,50,0
1085,504012,Муниципальное бюджетное общеобразовательное учреждение – Старозюринская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ – Старозюринская средняя общеобразовательная школа Тюлячинского района РТ,3,50,50,0
1086,504015,Муниципальное бюджетное общеобразовательное учреждение-Шадкинская средняя общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ-Шадкинская СОШ Тюлячинского района РТ,3,50,50,0
1087,504016,Муниципальное бюджетное общеобразовательное учреждение- Баландышская основная общеобразовательная школа Тюлячинского муниципального района Республики Татарстан,МБОУ -Баландышская ООШ Тюлячинского района РТ,2,50,50,0
1088,512001,"Муниципальное бюджетное общеобразовательное учреждение ""Черемшанская средняя общеобразовательная школа №1 имени Петра Семеновича Курасанова""","МБОУ ""Черемшанская СОШ №1 им.П.С.Курасанова",3,51,51,0
1089,512002,"Муниципальное бюджетное общеобразовательное учреждение ""Черемшанская средняя общеобразовательная школа №2 им. С.А. Ларионова""","МБОУ ""Черемшанская СОШ №2 им. С.А. Ларионова""",3,51,51,0
1090,512003,"Муниципальное бюджетное общеобразовательное учреждение ""Черемшанский лицей"" Черемшанского муниципального района Республики Татарстан","МБОУ ""Черемшанский лицей"" Черемшанского муниципального района РТ",3,51,51,0
1091,512004,"Муниципальное бюджетное общеобразовательное учреждение ""Лагерская ООШ""","МБОУ ""Лагерская ООШ""",2,51,51,0
1092,512005,"Муниципальное бюджетное общеобразовательное учреждение ""Ульяновская СОШ""","МБОУ ""Ульяновская СОШ""",3,51,51,0
1093,512006,"Муниципальное бюджетное общеобразовательное учреждение ""Нижнекармальская основная общеобразовательная школа"" Черемшанского муниципального района Республики Татарстан","МБОУ "" Нижнекармальская ООШ""",2,51,51,0
1094,512007,Муниципальное бюджетное общеобразовательное учреждение «Верхнекармальская основная общеобразовательная школа» Черемшанского муниципального района Республики Татарстан,"МБОУ ""Верхнекармальская ООШ""",2,51,51,0
1095,512010,"Муниципальное бюджетное общеобразовательное учреждение ""Аккиреевская средняя общеобразовательная школа""","МБОУ ""Аккиреевская СОШ""",3,51,51,0
1096,512011,"Муниципальное бюджетное общеобразовательное учреждение ""Ивашкинская СОШ""","МБОУ ""Ивашкинская СОШ""",3,51,51,0
1097,512014,"Муниципальное бюджетное общеобразовательное учреждение ""Староильмовская СОШ""","МБОУ ""Староильмовская СОШ""",3,51,51,0
1098,512015,"Муниципальное бюджетное общеобразовательное учреждение ""Старокутушская основная общеобразовательная школа"" Черемшанского района Республики Татарстан","МБОУ ""Старокутушская ООШ""",2,51,51,0
1099,512019,"Муниципальное бюджетное общеобразовательное учреждение ""Новоильмовская основная общеобразовательная школа""","МБОУ ""Новоильмовская ООШ""",2,51,51,0
1100,512020,"Муниципальное бюджетное общеобразовательное учреждение ""Кутеминская средняя общеобразовательная школа"" Черемшанского муниципального района Республики Татарстан","МБОУ ""Кутеминская СОШ""",3,51,51,0
1101,512021,Муниципальное бюджетное общеобразовательное учреждение «Шешминская основная общеобразовательная школа» Черемшанского муниципального района Республики Татарстан,"МБОУ ""Шешминская ООШ""",2,51,51,0
1102,512023,"Государственное бюджетное общеобразовательное учреждение ""Черемшанская кадетская школа-интернат имени Героя Советского Союза И.Н. Конева""","ГБОУ ""Черемшанская кадетская школа-интернат имени Героя Советского Союза И.Н. Конева""",3,51,51,0
1103,514006,Муниципальное бюджетное общеобразовательное учреждение «Карамышевская основная общеобразовательная школа имени Героя Советского Союза Бари Габдрахмановича Габдрахманова» Черемшанского муниципального района Республики Татарстан,"МБОУ""Карамышевская ООШ им.Бари Габдрахманова""",2,51,51,0
1104,514007,"Муниципальное бюджетное общеобразовательное учреждение ""Нижнекаменская ООШ""","МБОУ ""Нижнекаменская ООШ""",2,51,51,0
1105,514008,"Муниципальное Бюджетное Общеобразовательное Учреждение ""Черноключевская Основная Общеобразовательная Школа""","МБОУ ""Черноключевская ООШ""",2,51,51,0
1106,514009,"Муниципальное бюджетное общеобразовательное учреждение ""Туйметкинская основная общеобразовательная школа""","МБОУ ""Туйметкинская ООШ""",2,51,51,0
1107,514012,"Муниципальное бюджетное общеобразовательное учреждение ""Беркет-Ключевская СОШ""","МБОУ ""Беркет-Ключевская СОШ""",3,51,51,0
1108,514013,"Муниципальное бюджетное общеобразовательное учреждение ""Верхнекаменская основная общеобразовательная школа"" Черемшанского муниципального района Республики Татарстан","МБОУ ""Верхнекаменская ООШ"" Черемшанского муниципального района РТ",2,51,51,0
1109,514016,"Муниципальное бюджетное общеобразовательное учреждение ""Староутямышевская ООШ""","МБОУ ""Староутямышевская ООШ""",2,51,51,0
1110,514017,Муниципальное бюджетное общеобразовательное учреждение основная общеобразовательная школа «Утыз Имян» Новокадеевского сельского поселения Черемшанского муниципального района Республики Татарстан,"МБОУ ООШ ""Утыз Имян""",2,51,51,0
1111,514018,"Муниципальное бюджетное общеобразовательное учреждение ""Старокадеевская средняя общеобразовательная школа""","МБОУ ""Старокадеевская СОШ""",3,51,51,0
1112,514022,"Муниципальное бюджетное общеобразовательное учреждение ""Лашманская средняя общеобразовательная школа имени Минсагита Закировича Шакирова""","МБОУ ""Лашманская СОШ им. М.З. Шакирова""",3,51,51,0
1113,521001,Муниципальное бюджетное общеобразовательное учреждение «Лицей № 1» Чистопольского муниципального района Республики Татарстан,МБОУ « Лицей № 1» Чистопольского муниципального района РТ,3,52,52,0
1114,521002,Муниципальное бюджетное общеобразовательное учреждение «Лицей № 2» Чистопольского муниципального района Республики Татарстан,МБОУ « Лицей № 2» Чистопольского муниципального района РТ,3,52,52,0
1115,521003,Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 3» Чистопольского муниципального района Республики Татарстан,МБОУ « Гимназия № 3» Чистопольского муниципального района РТ,3,52,52,0
1116,521004,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 4» Чистопольского муниципального района Республики Татарстан,МБОУ « Средняя общеобразовательная школа № 4» Чистопольского муниципального района РТ,3,52,52,0
1117,521005,Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 1» Чистопольского муниципального района Республики Татарстан,МБОУ « Гимназия № 1» Чистопольского муниципального района РТ,3,52,52,0
1118,521006,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 1» Чистопольского муниципального района Республики Татарстан,МБОУ « Средняя общеобразовательная школа № 1» Чистопольского муниципального района РТ,3,52,52,0
1119,521007,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 5» Чистопольского муниципального района Республики Татарстан,МБОУ « Средняя общеобразовательная школа № 5» Чистопольского муниципального района РТ,3,52,52,0
1120,521009,Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 16» Чистопольского муниципального района Республики Татарстан,МБОУ « Средняя общеобразовательная школа № 16» Чистопольского муниципального района РТ,3,52,52,0
1121,521010,Государственное бюджетное общеобразовательное учреждение «Чистопольская кадетская школа-интернат им. Героя Советского Союза Кузьмина С.Е.»,Государственное бюджетное общеобразовательное учреждение « Чистопольская кадетская школа-интернат им. Героя Советского Союза Кузьмина С.Е. »,3,52,52,0
1122,521032,Муниципальное бюджетное общеобразовательное учреждение «Основная общеобразовательная школа № 6» Чистопольского муниципального района Республики Татарстан,МБОУ « Основная общеобразовательная школа № 6 » Чистопольского муниципального района РТ,3,52,52,0
1123,522016,Муниципальное бюджетное общеобразовательное учреждение «Лучовская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Лучовская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1124,522017,Муниципальное бюджетное общеобразовательное учреждение «Каргалинская гимназия» Чистопольского муниципального района Республики Татарстан,МБОУ « Каргалинская гимназия» Чистопольского муниципального района РТ,3,52,52,0
1125,522019,Муниципальное бюджетное общеобразовательное учреждение «Кубасская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Кубасская основная общеобразовательная школа » Чистопольского муниципального района РТ,2,52,52,0
1126,522021,Муниципальное бюджетное общеобразовательное учреждение «Нижнекондратинская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Нижнекондратинская основная общеобразовательная школа » Чистопольского муниципального района РТ,2,52,52,0
1127,522027,Муниципальное бюджетное общеобразовательное учреждение «Чувашско-Елтанская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан, МБОУ « Чувашско-Елтанская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1128,522028,Муниципальное бюджетное общеобразовательное учреждение «Чистопольско-Высельская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан, МБОУ « Чистопольско-Высельская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1129,522030,Муниципальное бюджетное общеобразовательное учреждение «Юлдузская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Юлдузская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1130,522031,Муниципальное бюджетное общеобразовательное учреждение «Верхнекондратинская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Верхнекондратинская основная общеобразовательная школа » Чистопольского муниципального района РТ,2,52,52,0
1131,522033,Муниципальное бюджетное общеобразовательное учреждение «Красноярская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан, МБОУ « Красноярская основная общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1132,523002,Муниципальное бюджетное общеобразовательное учреждение «Гимназия № 2» Чистопольского муниципального района Республики Татарстан,МБОУ « Гимназия № 2» Чистопольского муниципального района РТ,3,52,52,0
1133,524011,Муниципальное бюджетное общеобразовательное учреждение «Адельшинская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан, МБОУ « Адельшинская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1134,524018,Муниципальное бюджетное общеобразовательное учреждение «Кутлушкинская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан, МБОУ « Кутлушкинская основная общеобразовательная школа » Чистопольского муниципального района РТ,3,52,52,0
1135,524020,Муниципальное бюджетное общеобразовательное учреждение «Муслюмкинская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Муслюмкинская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1136,524022,Муниципальное бюджетное общеобразовательное учреждение «Староромашкинская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Староромашкинская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1137,524024,Муниципальное бюджетное общеобразовательное учреждение «Татарско-Баганинская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Татарско-Баганинская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1138,524025,Муниципальное бюджетное общеобразовательное учреждение «Татарско-Толкишская средняя общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Татарско-Толкишская средняя общеобразовательная школа» Чистопольского муниципального района РТ,3,52,52,0
1139,524026,Муниципальное бюджетное общеобразовательное учреждение «Татарско- Сарсазская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ «Татарско- Сарсазская основная общеобразовательная школа» Чистопольского муниципального района РТ,2,52,52,0
1140,525001,Муниципальное бюджетное общеобразовательное учреждение «Данауровская начальная школа-детский сад» Чистопольского муниципального района Республики Татарстан,"МБОУ ""Данауровская НШ-ДС""",1,52,52,0
1141,527014,Муниципальное бюджетное общеобразовательное учреждение «Александровская основная общеобразовательная школа» Чистопольского муниципального района Республики Татарстан,МБОУ « Александровская основная общеобразовательная школа » Чистопольского муниципального района РТ,2,52,52,0
1142,531002,"Муниципальное бюджетное общеобразовательное учреждение ""Уруссинская средняя общеобразовательная школа№2"" Ютазинского муниципального района Республики Татарстан","МБОУ ""Уруссинская СОШ № 2""",3,53,53,0
1143,531003,"Муниципальное бюджетное общеобразовательное учреждение ""Уруссинская СОШ № 3""","МБОУ ""Уруссинская СОШ № 3""",3,53,53,0
1144,531004,"Муниципальное бюджетное общеобразовательное учреждение ""Уруссинская гимназия""","МБОУ ""Уруссинская гимназия""",3,53,53,0
1145,532006,"Муниципальное бюджетное общеобразовательное учреждение ""Абсалямовская основная общеобразовательная школа"" Ютазинского муниципального района","МБОУ ""Абсалямовская ООШ""",2,53,53,0
1146,532007,"Муниципальное бюджетное общеобразовательное учреждение ""Ютазинская средняя общеобразовательная школа"" Ютазинского муниципального района Республики Татарстан",МБОУ «Ютазинская СОШ»,3,53,53,0
1147,534008,"Муниципальное бюджетное общеобразовательное учреждение ""Старо-Уруссинская средняя общеобразовательная школа"" Ютазинского муниципального района Республики Татарстан","МБОУ ""Старо-Уруссинская СОШ""",3,53,53,0
1148,534009,"Муниципальное бюджетное общеобразовательное учреждение ""Мало-Уруссинская основная общеобразовательная школа"" Ютазинского муниципального района Республики Татарстан","МБОУ ""Мало-Уруссинская ООШ""",2,53,53,0
1149,534010,Муниципальное бюджетное общеобразовательное учреждение «Каракашлинская основная общеобразовательная школа» Ютазинского муниципального района Республики Татарстан.,"МБОУ ""Каракашлинская ООШ""",2,53,53,0
1150,534011,"Муниципальное бюджетное общеобразовательное учреждение ""Каразерикская СОШ им. Г.Вильданова""","МБОУ ""Каразерикская СОШ им. Г.Вильданова""",3,53,53,0
1151,534012,"Муниципальное бюджетное общеобразовательное учреждение ""Дым-Тамакская основная общеобразовательная школа""","МБОУ ""Дым-Тамакская ООШ""",2,53,53,0
1152,534013,Муниципальное бюджетное общеобразовательное учреждение «Байрякинская средняя общеобразовательная школа» Ютазинского муниципального района Республики Татарстан,МБОУ «Байрякинская СОШ»,3,53,53,0
1153,535001,"Муниципальное бюджетное общеобразовательное учреждение ""Уруссинская НОШ № 1""","МБОУ ""Уруссинская НОШ № 1""",1,53,53,0
1154,535002,"Муниципальное бюджетное общеобразовательное учреждение ""Подгорновская НОШ""","МБОУ ""Подгорновская НОШ""",1,53,53,0
1155,535003,"Муниципальное бюджетное общеобразовательное учреждение ""Акбашская НОШ""","МБОУ ""Акбашская НОШ""",1,53,53,0
1156,541005,"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия №5"" Авиастроительного района г. Казани","МБОУ ""Гимназия №5""",3,54,54,1
1157,541010,"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия №10"" Авиастроительного района г. Казани","МБОУ ""Гимназия №10""",3,54,54,1
1158,541026,"Муниципальное бюджетное общеобразовательное учреждение ""Лицей №26 им. Мусы Джалиля"" Авиастроительного района г. Казани","МБОУ ""Лицей №26 им.М.Джалиля""",3,54,54,1
1159,541033,"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия №33"" Авиастроительного района г. Казани","МБОУ ""Гимназия №33""",3,54,54,1
1160,541036,"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия N36"" Авиастроительного района г. Казани","МБОУ ""Гимназия №36""",3,54,54,1
1161,541037,"Муниципальное автономное общеобразовательное учреждение ""Гимназия №37"" Авиастроительного района г. Казани","МАОУ ""Гимназия №37""",3,54,54,1
1162,541054,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №54 с углубленным изучением отдельных предметов"" Авиастроительного района г. Казани","МБОУ ""Школа №54""",3,54,54,1
1163,541060,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №60"" Авиастроительного района г. Казани","МБОУ ""Школа №60""",3,54,54,1
1164,541062,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов №62"" Авиастроительного района г.Казани","МБОУ ""Школа №62""",3,54,54,1
1165,541077,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №77"" Авиастроительного района г. Казани","МБОУ ""Школа№77""",3,54,54,1
1166,541112,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №112"" Авиастроительного района г. Казани","МБОУ ""Школа №112""",3,54,54,1
1167,541115,"Муниципальное бюджетное общеобразовательное учреждение ""Основная общеобразовательная русско-татарская школа №115"" Авиастроительного района г. Казани","МБОУ ""Школа №115""",3,54,54,1
1168,541117,"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №117"" Авиастроительного района г. Казани","МБОУ ""Школа №117""",3,54,54,1
